Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools	genome_name
NODE_18_length_49796_cov_41.349272_14	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	CM7_52_S47
NODE_18_length_49796_cov_41.349272_15	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	CM7_52_S47
NODE_18_length_49796_cov_41.349272_29	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM7_52_S47
NODE_18_length_49796_cov_41.349272_34	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM7_52_S47
NODE_1_length_799539_cov_26.024480_104	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	CM7_52_S47
NODE_1_length_799539_cov_26.024480_209	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	CM7_52_S47
NODE_1_length_799539_cov_26.024480_4	-	GH109(2-142)	-	-	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_53	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	CM7_52_S47
NODE_1_length_799539_cov_26.024480_56	-	GT5(8-478)	GT5_e1	GT5	3	CM7_52_S47
NODE_1_length_799539_cov_26.024480_57	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	CM7_52_S47
NODE_1_length_799539_cov_26.024480_58	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	CM7_52_S47
NODE_1_length_799539_cov_26.024480_581	-	AA7(48-237)	-	-	1	CM7_52_S47
NODE_22_length_32480_cov_22.945415_20	-	GH73(302-464)	GH73_e132	-	2	CM7_52_S47
NODE_25_length_23747_cov_31.750635_1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_101	-	CE4(45-174)	CE4_e225	CE4	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_109	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(3-476)	GH1_e85	GH1	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_112	-	CE4(51-173)	CE4_e137	CE4	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_113	-	CE9(3-367)	CE9_e44	CE9	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_163	-	GH109(1-151)	GH109_e7	-	2	CM7_52_S47
NODE_2_length_240767_cov_29.201367_170	-	GH32(37-347)	GH32_e67	GH32	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_183	-	GT14(5-250)	GT14_e13	-	2	CM7_52_S47
NODE_2_length_240767_cov_29.201367_188	-	GT2(6-127)	GT2	-	2	CM7_52_S47
NODE_2_length_240767_cov_29.201367_189	-	GT2(12-151)	GT2	GT2	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_190	-	GT4(212-357)	GT4_e224	GT4	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_29	-	GH109(5-142)	-	-	1	CM7_52_S47
NODE_2_length_240767_cov_29.201367_73	3.2.1.89:17|3.2.1.89:17	GH53(64-316)+GH53(404-794)	GH53_e14+GH53_e14	GH53	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_74	3.2.1.89:17|3.2.1.89:17	GH53(63-318)+GH53(406-795)	GH53_e14+GH53_e14	GH53	3	CM7_52_S47
NODE_2_length_240767_cov_29.201367_92	-	GT51(82-264)	GT51_e43	GT51	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_114	3.2.1.80:1|3.2.1.80:1|3.2.1.80:1	CBM66(50-216)+GH32(344-648)+CBM66(914-1076)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_120	-	GH3(116-346)	GH3_e215	GH3	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_127	-	GT4(193-338)	GT4_e3212	GT4	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_129	-	GT2(4-161)	GT2	GT2	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_130	-	GT2(5-119)	GT2	GT2	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_131	-	GT4(201-342)	GT4_e1204	GT4	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_133	-	GT2(7-172)	GT2	GT2	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_134	-	GT2(6-164)	GT2	GT2	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_136	-	GT2(5-151)	GT2	GT2	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_138	-	GT32(104-185)	GT32_e186	GT32	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_139	-	GT2(8-149)	GT2	GT2	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_141	-	GT2(7-181)	GT2	GT2	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_175	-	GH25(50-227)	GH25_e110	GH25	3	CM7_52_S47
NODE_3_length_225092_cov_34.315827_54	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	CM7_52_S47
NODE_4_length_218978_cov_36.999991_31	-	GH25(51-234)	GH25_e171	GH25	3	CM7_52_S47
NODE_5_length_216678_cov_40.932016_174	-	GT2(3-164)	GT2	GT2	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_101	-	GT2(6-134)	GT2	GT2	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_108	-	AA7(43-237)	AA4_e1	-	2	CM7_52_S47
NODE_6_length_163716_cov_32.406158_133	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_141	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	CM7_52_S47
NODE_6_length_163716_cov_32.406158_5	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_54	-	GT2(4-112)	GT2	GT2	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_62	-	CE12(34-260)	CE12_e54	-	2	CM7_52_S47
NODE_6_length_163716_cov_32.406158_64	-	GT4(679-818)	GT4_e401	GT4	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_66	-	GT2(6-153)	GT2	GT2	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_7	-	GH32(6-294)	GH32_e121	GH32	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_70	-	GT2(14-180)	GT2	GT2	3	CM7_52_S47
NODE_6_length_163716_cov_32.406158_89	-	GT2(5-143)	GT2	-	2	CM7_52_S47
NODE_6_length_163716_cov_32.406158_92	-	GT2(8-150)	GT2	-	2	CM7_52_S47
NODE_6_length_163716_cov_32.406158_93	-	GT4(222-362)	GT4_e554	GT4	3	CM7_52_S47
NODE_7_length_125954_cov_21.845017_38	-	GT51(64-237)	GT51_e21	GT51	3	CM7_52_S47
NODE_8_length_95996_cov_32.378788_7	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	CM7_52_S47
NODE_8_length_95996_cov_32.378788_90	-	GH73(268-427)	GH73_e132	GH73	3	CM7_52_S47
NODE_9_length_90965_cov_36.905678_36	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	CM7_52_S47
NODE_11_length_88035_cov_39.332632_74	-	-	CBM50_e393	CBM50	2	CM7_52_S47
NODE_1_length_799539_cov_26.024480_141	-	-	GH23_e21	GH23	2	CM7_52_S47
NODE_1_length_799539_cov_26.024480_260	-	-	GH23_e928	GH23	2	CM7_52_S47
NODE_7_length_125954_cov_21.845017_91	-	-	GH73_e261	-	1	CM7_52_S47
NODE_6_length_163716_cov_32.406158_94	2.4.1.-:1	-	GT4_e510	GT4	2	CM7_52_S47
NODE_10_length_88824_cov_21.129700_35	-	-	GT2	GT2	2	CM7_52_S47
NODE_16_length_55029_cov_39.293887_4	-	-	CBM50_e564	CBM50	2	CM7_52_S47
NODE_1_length_799539_cov_26.024480_730	-	-	GH73_e261	GH73	2	CM7_52_S47
NODE_1_length_799539_cov_26.024480_54	-	-	-	CBM48+GH13_9	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_181	-	-	-	GT4	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_184	-	-	-	CE8	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_188	-	-	-	GH13	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_210	-	-	-	GT1	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_261	-	-	-	GH0	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_368	-	-	-	GH5_11	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_404	-	-	-	GT4	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_641	-	-	-	GT83	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_643	-	-	-	GH13_11	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_725	-	-	-	CBM50	1	CM7_52_S47
NODE_1_length_799539_cov_26.024480_729	-	-	-	GH28	1	CM7_52_S47
NODE_2_length_240767_cov_29.201367_155	-	-	-	GH1	1	CM7_52_S47
NODE_2_length_240767_cov_29.201367_171	-	-	-	GH13_31	1	CM7_52_S47
NODE_2_length_240767_cov_29.201367_225	-	-	-	GT83	1	CM7_52_S47
NODE_3_length_225092_cov_34.315827_43	-	-	-	GH0	1	CM7_52_S47
NODE_3_length_225092_cov_34.315827_103	-	-	-	GH23	1	CM7_52_S47
NODE_3_length_225092_cov_34.315827_154	-	-	-	GH1	1	CM7_52_S47
NODE_4_length_218978_cov_36.999991_61	-	-	-	GT58	1	CM7_52_S47
NODE_4_length_218978_cov_36.999991_111	-	-	-	GT58	1	CM7_52_S47
NODE_4_length_218978_cov_36.999991_167	-	-	-	GH38	1	CM7_52_S47
NODE_4_length_218978_cov_36.999991_170	-	-	-	GH1	1	CM7_52_S47
NODE_5_length_216678_cov_40.932016_13	-	-	-	GT2	1	CM7_52_S47
NODE_5_length_216678_cov_40.932016_45	-	-	-	GH28	1	CM7_52_S47
NODE_8_length_95996_cov_32.378788_6	-	-	-	GH2	1	CM7_52_S47
NODE_8_length_95996_cov_32.378788_51	-	-	-	GT4	1	CM7_52_S47
NODE_9_length_90965_cov_36.905678_46	-	-	-	GH13_31	1	CM7_52_S47
NODE_10_length_88824_cov_21.129700_12	-	-	-	GT2	1	CM7_52_S47
NODE_11_length_88035_cov_39.332632_42	-	-	-	GH13_30	1	CM7_52_S47
NODE_12_length_75594_cov_41.336094_8	-	-	-	GH84	1	CM7_52_S47
NODE_12_length_75594_cov_41.336094_10	-	-	-	GH36	1	CM7_52_S47
NODE_12_length_75594_cov_41.336094_63	-	-	-	GH130	1	CM7_52_S47
NODE_17_length_51848_cov_24.198430_20	-	-	-	GH28	1	CM7_52_S47
NODE_18_length_49796_cov_41.349272_35	-	-	-	GH4	1	CM7_52_S47
NODE_19_length_45754_cov_26.633222_26	-	-	-	GH28	1	CM7_52_S47
NODE_20_length_38241_cov_27.876922_22	-	-	-	GT2	1	CM7_52_S47
NODE_21_length_38012_cov_39.517540_9	-	-	-	GT2	1	CM7_52_S47
NODE_10_length_111489_cov_43.190020_81	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_43	-	GH25(50-227)	GH25_e110	GH25	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_77	-	GT2(7-181)	GT2	GT2	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_79	-	GT2(8-149)	GT2	GT2	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_80	-	GT32(104-185)	GT32_e186	GT32	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_82	-	GT2(5-151)	GT2	GT2	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_84	-	GT2(6-164)	GT2	GT2	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_85	-	GT2(7-172)	GT2	GT2	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_87	-	GT4(201-342)	GT4_e1204	GT4	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_88	-	GT2(5-119)	GT2	GT2	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_89	-	GT2(4-161)	GT2	GT2	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_91	-	GT4(193-338)	GT4_e3212	GT4	3	CM7_69_S49
NODE_11_length_105323_cov_37.755304_98	-	GH3(116-346)	GH3_e215	GH3	3	CM7_69_S49
NODE_13_length_86907_cov_35.108354_79	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	CM7_69_S49
NODE_14_length_86051_cov_28.738315_36	-	GT2(5-108)	GT2	GT2	3	CM7_69_S49
NODE_14_length_86051_cov_28.738315_81	-	GH73(302-464)	GH73_e132	-	2	CM7_69_S49
NODE_15_length_76645_cov_40.472634_24	-	GH25(51-234)	GH25_e171	GH25	3	CM7_69_S49
NODE_16_length_75570_cov_44.470117_66	-	CE4(79-190)	CE4_e246	CE4	3	CM7_69_S49
NODE_17_length_74387_cov_27.919270_33	-	GT51(65-238)	GT51_e21	-	2	CM7_69_S49
NODE_19_length_54829_cov_46.560820_13	-	GT28(188-337)	GT28_e30	GT28	3	CM7_69_S49
NODE_19_length_54829_cov_46.560820_9	-	CE4(81-203)	CE4_e82	CE4	3	CM7_69_S49
NODE_1_length_656803_cov_30.637556_35	-	AA7(48-237)	-	-	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_417	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	CM7_69_S49
NODE_1_length_656803_cov_30.637556_497	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	CM7_69_S49
NODE_1_length_656803_cov_30.637556_543	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	CM7_69_S49
NODE_1_length_656803_cov_30.637556_544	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	CM7_69_S49
NODE_1_length_656803_cov_30.637556_545	-	GT5(8-478)	GT5_e1	GT5	3	CM7_69_S49
NODE_1_length_656803_cov_30.637556_548	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	CM7_69_S49
NODE_1_length_656803_cov_30.637556_597	-	GH109(2-142)	-	-	1	CM7_69_S49
NODE_21_length_49800_cov_46.100779_10	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM7_69_S49
NODE_21_length_49800_cov_46.100779_15	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM7_69_S49
NODE_21_length_49800_cov_46.100779_29	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	CM7_69_S49
NODE_21_length_49800_cov_46.100779_30	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	CM7_69_S49
NODE_24_length_25474_cov_48.252693_5	-	GT2(3-164)	GT2	GT2	3	CM7_69_S49
NODE_27_length_6160_cov_35.578153_1	-	GH73(268-427)	GH73_e132	GH73	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_105	3.2.1.89:17|3.2.1.89:17	GH53(64-316)+GH53(404-794)	GH53_e14+GH53_e14	GH53	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_106	3.2.1.89:17|3.2.1.89:17	GH53(63-318)+GH53(406-795)	GH53_e14+GH53_e14	GH53	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_124	-	GT51(82-264)	GT51_e43	GT51	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_133	-	CE4(45-174)	CE4_e225	CE4	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_141	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(3-476)	GH1_e85	GH1	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_144	-	CE4(51-173)	CE4_e137	CE4	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_145	-	CE9(3-367)	CE9_e44	CE9	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_195	-	GH109(1-151)	GH109_e7	-	2	CM7_69_S49
NODE_2_length_304246_cov_34.136197_202	-	GH32(37-347)	GH32_e67	GH32	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_215	-	GT14(5-250)	GT14_e13	-	2	CM7_69_S49
NODE_2_length_304246_cov_34.136197_219	-	GT2(6-126)	GT2	-	2	CM7_69_S49
NODE_2_length_304246_cov_34.136197_220	-	GT2(12-151)	GT2	GT2	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_221	-	GT4(212-357)	GT4_e224	GT4	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_260	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	CM7_69_S49
NODE_2_length_304246_cov_34.136197_61	-	GH109(5-142)	-	-	1	CM7_69_S49
NODE_4_length_163715_cov_37.208420_100	-	GT2(6-134)	GT2	GT2	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_107	-	AA7(43-237)	AA4_e1	-	2	CM7_69_S49
NODE_4_length_163715_cov_37.208420_132	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_140	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	CM7_69_S49
NODE_4_length_163715_cov_37.208420_5	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_53	-	GT2(4-112)	GT2	GT2	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_61	-	CE12(34-260)	CE12_e54	-	2	CM7_69_S49
NODE_4_length_163715_cov_37.208420_63	-	GT4(679-818)	GT4_e401	GT4	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_65	-	GT2(6-153)	GT2	GT2	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_69	-	GT2(14-180)	GT2	GT2	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_7	-	GH32(6-294)	GH32_e121	GH32	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_88	-	GT2(5-143)	GT2	-	2	CM7_69_S49
NODE_4_length_163715_cov_37.208420_91	-	GT2(8-150)	GT2	-	2	CM7_69_S49
NODE_4_length_163715_cov_37.208420_92	-	GT4(222-362)	GT4_e554	GT4	3	CM7_69_S49
NODE_5_length_154287_cov_40.042735_68	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	CM7_69_S49
NODE_5_length_154287_cov_40.042735_8	3.2.1.80:1|3.2.1.80:1|3.2.1.80:1	CBM66(50-216)+GH32(344-648)+CBM66(914-1076)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	3	CM7_69_S49
NODE_6_length_147702_cov_47.702666_106	-	GT51(83-260)	GT51_e21	GT51	3	CM7_69_S49
NODE_6_length_147702_cov_47.702666_41	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	CM7_69_S49
NODE_9_length_112712_cov_32.234614_29	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	CM7_69_S49
NODE_4_length_163715_cov_37.208420_93	2.4.1.-:1	-	GT4_e510	GT4	2	CM7_69_S49
NODE_8_length_124695_cov_25.081482_115	-	-	GH73_e261	GH73	2	CM7_69_S49
NODE_11_length_105323_cov_37.755304_27	-	-	GH23_e21	GH23	2	CM7_69_S49
NODE_12_length_88860_cov_25.704484_35	-	-	GT2	GT2	2	CM7_69_S49
NODE_22_length_39846_cov_25.645308_11	-	-	GH73_e261	-	1	CM7_69_S49
NODE_19_length_54829_cov_46.560820_3	-	-	CBM50_e564	CBM50	2	CM7_69_S49
NODE_1_length_656803_cov_30.637556_366	-	-	GH23_e928	GH23	2	CM7_69_S49
NODE_20_length_52106_cov_44.158025_43	-	-	CBM50_e393	CBM50	2	CM7_69_S49
NODE_1_length_656803_cov_30.637556_213	-	-	-	GT4	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_249	-	-	-	GH5_11	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_365	-	-	-	GH0	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_416	-	-	-	GT1	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_438	-	-	-	GH13	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_442	-	-	-	CE8	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_445	-	-	-	GT4	1	CM7_69_S49
NODE_1_length_656803_cov_30.637556_547	-	-	-	CBM48+GH13_9	1	CM7_69_S49
NODE_2_length_304246_cov_34.136197_22	-	-	-	GT2	1	CM7_69_S49
NODE_2_length_304246_cov_34.136197_187	-	-	-	GH1	1	CM7_69_S49
NODE_2_length_304246_cov_34.136197_203	-	-	-	GH13_31	1	CM7_69_S49
NODE_2_length_304246_cov_34.136197_256	-	-	-	GT83	1	CM7_69_S49
NODE_3_length_181463_cov_46.604320_13	-	-	-	GT2	1	CM7_69_S49
NODE_3_length_181463_cov_46.604320_45	-	-	-	GH28	1	CM7_69_S49
NODE_5_length_154287_cov_40.042735_19	-	-	-	GH23	1	CM7_69_S49
NODE_5_length_154287_cov_40.042735_79	-	-	-	GH0	1	CM7_69_S49
NODE_6_length_147702_cov_47.702666_77	-	-	-	GH130	1	CM7_69_S49
NODE_6_length_147702_cov_47.702666_130	-	-	-	GH36	1	CM7_69_S49
NODE_6_length_147702_cov_47.702666_132	-	-	-	GH84	1	CM7_69_S49
NODE_7_length_136204_cov_42.013029_40	-	-	-	GH1	1	CM7_69_S49
NODE_7_length_136204_cov_42.013029_43	-	-	-	GH38	1	CM7_69_S49
NODE_7_length_136204_cov_42.013029_100	-	-	-	GT58	1	CM7_69_S49
NODE_8_length_124695_cov_25.081482_26	-	-	-	GT83	1	CM7_69_S49
NODE_8_length_124695_cov_25.081482_28	-	-	-	GH13_11	1	CM7_69_S49
NODE_8_length_124695_cov_25.081482_110	-	-	-	CBM50	1	CM7_69_S49
NODE_8_length_124695_cov_25.081482_114	-	-	-	GH28	1	CM7_69_S49
NODE_9_length_112712_cov_32.234614_109	-	-	-	GH28	1	CM7_69_S49
NODE_10_length_111489_cov_43.190020_72	-	-	-	GH13_31	1	CM7_69_S49
NODE_11_length_105323_cov_37.755304_64	-	-	-	GH1	1	CM7_69_S49
NODE_12_length_88860_cov_25.704484_12	-	-	-	GT2	1	CM7_69_S49
NODE_13_length_86907_cov_35.108354_34	-	-	-	GT4	1	CM7_69_S49
NODE_13_length_86907_cov_35.108354_80	-	-	-	GH2	1	CM7_69_S49
NODE_14_length_86051_cov_28.738315_33	-	-	-	GH28	1	CM7_69_S49
NODE_15_length_76645_cov_40.472634_54	-	-	-	GT58	1	CM7_69_S49
NODE_16_length_75570_cov_44.470117_43	-	-	-	GH13_30	1	CM7_69_S49
NODE_20_length_52106_cov_44.158025_27	-	-	-	GT2	1	CM7_69_S49
NODE_21_length_49800_cov_46.100779_9	-	-	-	GH4	1	CM7_69_S49
NODE_10_length_102475_cov_30.552722_31	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	CM7_88B_S63
NODE_10_length_102475_cov_30.552722_32	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	CM7_88B_S63
NODE_10_length_102475_cov_30.552722_33	-	GT5(8-478)	GT5_e1	GT5	3	CM7_88B_S63
NODE_10_length_102475_cov_30.552722_36	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	CM7_88B_S63
NODE_10_length_102475_cov_30.552722_87	-	GH109(2-142)	-	-	1	CM7_88B_S63
NODE_11_length_94872_cov_31.213109_1	-	GH73(268-428)	GH73_e132	GH73	3	CM7_88B_S63
NODE_11_length_94872_cov_31.213109_80	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	CM7_88B_S63
NODE_12_length_92606_cov_39.701284_33	-	GT51(83-260)	GT51_e21	GT51	3	CM7_88B_S63
NODE_12_length_92606_cov_39.701284_90	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_10	-	GT4(192-302)	GT4_e150	GT4	3	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_11	-	GT2(8-115)	GT2	GT2	3	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_13	-	GT4(226-370)	GT4_e134	GT4	3	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_14	-	GT32(20-97)	GT32_e192	-	2	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_15	-	GT4(206-349)	GT4_e1204	-	2	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_16	-	GT4(213-353)	GT4_e1204	-	2	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_18	-	GT2(4-164)	GT2	-	2	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_2	-	GH3(116-346)	GH3_e215	GH3	3	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_21	-	GT2(7-81)	GT2	-	2	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_65	-	GH25(87-265)	GH25_e110	GH25	3	CM7_88B_S63
NODE_13_length_88130_cov_32.513960_9	-	GT4(193-338)	GT4_e3212	GT4	3	CM7_88B_S63
NODE_14_length_80003_cov_28.563273_22	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	CM7_88B_S63
NODE_15_length_79125_cov_24.114889_28	-	GT2(5-108)	GT2	GT2	3	CM7_88B_S63
NODE_16_length_76206_cov_38.326884_20	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	CM7_88B_S63
NODE_16_length_76206_cov_38.326884_21	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	CM7_88B_S63
NODE_16_length_76206_cov_38.326884_35	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM7_88B_S63
NODE_16_length_76206_cov_38.326884_40	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	CM7_88B_S63
NODE_17_length_75712_cov_36.640815_13	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	CM7_88B_S63
NODE_18_length_70727_cov_35.175127_66	-	GH25(51-234)	GH25_e171	GH25	3	CM7_88B_S63
NODE_19_length_68692_cov_34.774258_3	3.2.1.80:1|3.2.1.80:1|3.2.1.80:1	CBM66(50-216)+GH32(344-648)+CBM66(914-1076)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	3	CM7_88B_S63
NODE_21_length_65812_cov_31.739667_15	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	CM7_88B_S63
NODE_21_length_65812_cov_31.739667_40	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	CM7_88B_S63
NODE_21_length_65812_cov_31.739667_42	-	GH32(6-294)	GH32_e121	GH32	3	CM7_88B_S63
NODE_24_length_56851_cov_23.199510_10	-	AA7(48-237)	-	-	1	CM7_88B_S63
NODE_25_length_56464_cov_38.779789_13	-	GT28(188-337)	GT28_e30	GT28	3	CM7_88B_S63
